mfcc1, mfcc2, mfcc3, mfcc4, mfcc5, mfcc6, mfcc7, mfcc8, mfcc9, mfcc10, mfcc11, mfcc12,,,,,,,,,,,,,,
44.63833,24.974115,6.0303044,-7.005087,4.1059923,-6.486297,4.854425,-5.5206227,6.1247296,-3.1598265,5.7470403,-6.664665,,,,,,,,,,,,,,
65.21174,21.221457,9.471274,-5.37092,4.770312,-3.7369688,4.7358236,-4.839638,6.923512,-0.7550003,8.258127,-4.519193,,,,,,,,,,,,,,
41.942276,28.212137,11.057127,-8.308875,6.725341,-3.723373,6.524812,-3.3111925,9.72341,-1.823761,7.0743976,-4.5794444,,,,,,,,,,,,,,
17.56229,25.163218,7.7087517,-5.756083,7.162734,-3.9150603,6.4426455,-5.26805,7.5486693,-2.567584,6.3784246,-2.9889567,,,,,,,,,,,,,,
51.42904,18.554996,10.685547,-5.928413,1.3530467,-6.182785,5.002431,-2.308985,8.703884,-0.290069,8.371465,-2.248518,,,,,,,,,,,,,,
41.974724,23.285967,13.44664,-6.30716,3.59609,-5.647992,3.4556265,-5.2851276,8.830063,-1.3978281,7.7428336,-4.0496807,,,,,,,,,,,,,,
46.717636,18.78129,12.439491,-3.521326,3.2819583,-6.240168,3.4238772,-4.1506243,7.1312203,-0.9903298,7.4857726,-3.7723386,,,,,,,,,,,,,,
42.311523,20.73386,11.391653,-4.2792907,3.1891518,-5.5590806,4.592237,-3.9856365,4.844773,-3.7272441,7.3884993,-4.3081956,,,,,,,,,,,,,,
53.61848,27.01976,9.413583,-7.220056,3.0162787,-7.7891474,4.371205,-5.6856337,6.9173603,-1.4263139,8.398856,-5.1063824,,,,,,,,,,,,,,
75.81219,18.037514,12.576245,-4.3570824,2.459008,-6.0603647,4.7329273,-3.3302197,7.1988544,-2.212307,6.4315734,-3.56813,,,,,,,,,,,,,,
53.272682,26.59153,11.704387,-6.953319,5.9113,-4.740482,6.195903,-6.5435567,7.499384,-3.5248494,6.4902487,-5.5029163,,,,,,,,,,,,,,
32.168648,27.064585,7.9340253,-8.04939,6.612344,-6.1402,6.3031745,-7.269798,7.1226063,-5.113971,5.647961,-6.6097884,,,,,,,,,,,,,,
53.620613,24.775,9.948018,-7.2729154,6.6710052,-4.270462,6.8992696,-5.384624,7.7047186,-4.056059,7.2242947,-4.967255,,,,,,,,,,,,,,
52.254456,25.050924,12.450596,-4.6249223,6.3187947,-4.8478875,6.6893535,-5.528026,9.218135,-0.63722384,5.568798,-4.5971975,,,,,,,,,,,,,,
39.633804,20.097038,11.774434,-5.1838665,5.6729255,-4.4719954,4.8909955,-4.0419936,6.6733522,-2.3161077,7.127245,-4.332224,,,,,,,,,,,,,,
22.3559,21.43769,13.491654,-4.0070057,5.703505,-6.7559686,4.9196844,-5.0363503,7.9950867,-2.4978182,7.058569,-4.421846,,,,,,,,,,,,,,
51.75633,16.666382,12.679942,-3.0481517,3.17228,-6.688551,4.361906,-2.5369978,8.813905,-0.49822828,6.7255177,-3.9453235,,,,,,,,,,,,,,
45.81595,20.673258,10.747896,-5.187582,4.561988,-6.540605,3.6257288,-4.1572223,9.741866,-1.8001665,7.1522574,-3.029906,,,,,,,,,,,,,,
30.920103,21.13435,9.253609,-4.8782945,8.172515,-5.516918,3.1995668,-6.0054455,7.05381,-4.4304647,6.117535,-1.9078825,,,,,,,,,,,,,,
38.377697,19.297184,12.06993,-4.4213963,1.8434839,-7.8847313,2.6073885,-5.0262294,6.693542,-3.2994466,6.0814657,-2.770551,,,,,,,,,,,,,,
58.483257,16.608068,11.781917,-2.8016226,5.5562477,-4.8003335,5.3964553,-2.3557208,8.775731,-0.96481967,7.2709947,-3.755438,,,,,,,,,,,,,,
81.25362,9.878221,9.863745,-1.8227308,4.859914,-3.6881917,5.0748663,-2.522818,6.1264787,-1.5578067,6.73666,-2.4892638,,,,,,,,,,,,,,
57.490143,15.110702,12.467393,-2.0910037,6.489251,-4.54995,6.3061566,-1.662321,8.898927,-1.8146847,6.2825446,-3.4112933,,,,,,,,,,,,,,
48.71691,18.73525,14.08824,-3.8572745,5.270662,-5.011606,7.2609377,-0.69875455,9.677884,-3.6657095,6.884316,-3.6646206,,,,,,,,,,,,,,
67.816635,11.958155,11.221579,-1.4382346,6.452731,-3.6407812,5.4763026,-1.8637272,7.627309,-2.019274,6.2205467,-3.4420097,,,,,,,,,,,,,,
67.393845,9.733182,10.322898,-0.7640069,6.1365786,-2.9685702,5.985274,-1.4605137,6.6557407,-2.589288,5.6463366,-2.140919,,,,,,,,,,,,,,
54.52839,11.791124,8.869551,-2.4759715,6.309038,-2.3951201,6.285273,-1.0739826,6.4949245,-3.7589395,3.6232111,-4.7009935,,,,,,,,,,,,,,
51.10284,11.926663,7.2833414,-3.2859123,6.233087,-2.7735517,5.5064316,-2.429255,5.502763,-4.0048046,4.1734905,-3.5233972,,,,,,,,,,,,,,
46.95286,21.833055,7.794735,-6.184505,5.3970037,-7.883663,2.988537,-3.5525866,7.5078397,-2.7124789,6.097773,-4.9985247,,,,,,,,,,,,,,
62.074993,27.731913,5.5901666,-9.797647,2.232666,-9.4203205,2.8190699,-5.7463,8.1987295,-2.653435,7.8587875,-5.6506658,,,,,,,,,,,,,,
73.70815,21.54069,9.029621,-6.517017,2.3846502,-6.7583423,4.117432,-4.6806808,7.1038194,-3.1309156,6.5300164,-3.0387146,,,,,,,,,,,,,,
62.79029,27.093122,10.950329,-7.1531835,6.3043623,-6.103972,5.0179434,-4.665309,9.914824,-2.604736,8.350766,-5.0470953,,,,,,,,,,,,,,
66.930305,26.236284,10.6403,-6.8955407,6.326516,-6.1224384,4.8046546,-5.0345616,8.701174,-2.0449674,7.9073772,-4.0847783,,,,,,,,,,,,,,
77.95338,20.22554,10.403161,-5.0248604,5.2686048,-4.675524,4.939041,-3.5613427,8.868522,-2.2555814,6.9133344,-3.0138836,,,,,,,,,,,,,,
81.31387,19.552986,10.2636385,-5.640289,5.6711445,-5.2770295,5.3820267,-3.0768325,7.5707674,-2.5380912,6.0436063,-3.457557,,,,,,,,,,,,,,
96.07388,13.622145,9.330974,-3.8759391,4.4598966,-4.4570208,5.1676674,-1.4483774,6.815722,-3.2581763,5.5246587,-2.1524365,,,,,,,,,,,,,,
82.790535,20.964348,8.549747,-4.998769,5.916033,-6.142131,5.2405276,-2.6979525,8.228462,-2.9631388,6.9466662,-3.648007,,,,,,,,,,,,,,
77.61696,23.726809,6.677059,-4.5686736,7.5755954,-6.4613314,4.6666384,-2.3443034,8.505208,-3.249043,5.7991996,-5.632199,,,,,,,,,,,,,,
79.12455,19.511377,10.098134,-3.746743,6.0021586,-6.797948,2.9692597,-3.7309985,7.731679,-3.3333647,5.552885,-4.4431386,,,,,,,,,,,,,,
77.50733,15.323291,10.1588,-2.991293,6.8699474,-5.559351,3.9349308,-3.4077566,6.920381,-3.945842,4.136952,-4.637223,,,,,,,,,,,,,,
56.267693,24.824724,9.202821,-6.1927605,8.535688,-4.655012,5.7180686,-3.5497563,8.144446,-5.82761,2.318601,-7.184321,,,,,,,,,,,,,,
75.81917,15.407416,10.485909,-3.8536098,7.306027,-2.7409604,5.0813284,-2.5222275,6.4606404,-5.458844,2.061338,-6.0280905,,,,,,,,,,,,,,
81.30762,15.462618,9.653655,-6.101713,4.451891,-2.5348682,7.7011795,-2.3327167,4.607324,-4.9708138,3.2859192,-4.7999926,,,,,,,,,,,,,,
81.26341,21.085878,10.711356,-5.9849825,4.8746276,-3.0688732,6.323922,-5.370994,2.7388828,-7.648109,0.9664994,-7.6100006,,,,,,,,,,,,,,
89.087494,17.630447,6.905602,-7.1753697,4.917872,-5.652016,5.2676096,-4.437427,3.8196683,-6.9619207,-0.84289664,-8.8346615,,,,,,,,,,,,,,
98.20471,15.345494,6.402946,-5.4525046,5.4158106,-2.6875114,3.8876412,-6.407789,0.47293222,-8.928965,-1.8001838,-9.586478,,,,,,,,,,,,,,
89.231155,16.656485,2.0587022,-9.725582,3.9847472,-4.19815,3.040236,-5.6301055,3.5528555,-6.7658887,-0.83907044,-10.164408,,,,,,,,,,,,,,
81.81559,17.846972,1.0961018,-4.3767233,3.5243912,-2.677527,4.1198325,-8.145933,3.7542896,-7.0074835,1.5067803,-8.805289,,,,,,,,,,,,,,
78.38193,20.32066,2.1727455,-7.590508,3.6060581,-2.754515,2.5817745,-9.656572,3.5435,-7.1445575,-0.21797447,-9.23116,,,,,,,,,,,,,,
60.74494,21.009592,3.2288036,-9.142002,3.719095,-3.0842552,4.621521,-7.00034,2.8400528,-6.8779416,0.3138648,-7.9046564,,,,,,,,,,,,,,
81.455666,16.982376,3.7342057,-6.6451755,4.619993,-1.8748837,5.6120253,-4.11804,2.2808027,-11.859091,-2.3463876,-10.144936,,,,,,,,,,,,,,
86.98138,19.333176,3.3777194,-8.412538,4.455191,-0.39969096,7.825661,-5.1633115,0.9470286,-10.118821,-2.6761649,-10.747634,,,,,,,,,,,,,,
77.5596,17.475002,4.4452934,-5.5994725,5.4274864,-1.9184421,3.2742517,-6.271439,3.122488,-6.4069557,0.8129482,-9.212087,,,,,,,,,,,,,,
86.56256,16.57674,3.2773542,-6.8564935,3.162031,-5.3939056,2.3038306,-9.456638,3.755659,-4.608509,0.8351777,-5.7037163,,,,,,,,,,,,,,
87.85118,11.8106165,-0.1001827,-5.929785,1.9232719,-5.511529,0.3179883,-8.824722,2.8665965,-3.5010896,2.3540056,-3.3353555,,,,,,,,,,,,,,
78.88732,13.901421,-1.3528811,-5.8522687,3.890167,-7.3993254,2.5719373,-10.476364,4.780558,-2.9251678,2.2978992,-3.9658628,,,,,,,,,,,,,,
72.92819,12.512052,1.4694293,-5.2875686,0.16159151,-8.875887,1.8639617,-8.442361,0.42423922,-3.9258108,3.5115337,-3.795202,,,,,,,,,,,,,,
60.592163,16.590834,-0.29006517,-6.7101507,2.66849,-6.8261905,0.59211767,-6.902008,2.963283,-6.0046663,1.3142803,-5.0598674,,,,,,,,,,,,,,
49.894733,16.547684,0.38185635,-4.5455737,6.0066676,-6.1367836,5.565428,-3.9207559,2.8363643,-8.174123,-0.16218291,-7.05583,,,,,,,,,,,,,,
48.046997,17.057867,2.61985,-5.807425,4.892728,-3.523531,4.9913373,-6.3608007,3.8076072,-3.6617,1.3642868,-4.181741,,,,,,,,,,,,,,
44.838917,22.448357,2.535328,-7.21401,4.797992,-5.865629,4.9777765,-6.494597,3.028262,-7.0410466,4.009838,-3.8277988,,,,,,,,,,,,,,
64.34313,22.457623,8.215459,-6.822483,2.8241067,-6.643451,4.956114,-2.6414645,5.1463447,-5.4786997,4.9324446,-3.031584,,,,,,,,,,,,,,
65.86194,27.013618,6.043567,-8.129548,4.7628117,-6.1930447,4.8373,-3.455692,7.834642,-7.671514,3.719621,-4.1177616,,,,,,,,,,,,,,
61.81868,26.726429,4.44489,-7.8210425,4.767542,-4.6459703,6.8858542,-2.3608978,7.2490373,-8.341127,2.8298953,-4.511478,,,,,,,,,,,,,,
60.643475,23.117165,5.8636274,-8.779794,4.0959287,-2.451187,6.828748,-3.7812583,3.9004328,-7.7714596,3.1214151,-4.464062,,,,,,,,,,,,,,
52.170692,26.682219,5.1513114,-4.212547,5.094417,-4.6644497,6.5702147,-4.2578115,3.8898473,-8.398791,5.651952,-1.7510108,,,,,,,,,,,,,,
60.03879,19.812286,8.040808,-3.2129478,6.426886,-3.7826648,4.0357485,-4.713765,4.1206303,-5.985141,4.811736,-2.8309708,,,,,,,,,,,,,,
62.95821,21.346436,7.125099,-6.101119,4.8821597,-2.9204195,6.634597,-2.279904,6.22361,-6.440748,3.168484,-4.5216866,,,,,,,,,,,,,,
70.92031,19.184944,8.067119,-8.608542,3.875482,-0.73420334,9.354033,-1.5705103,7.181791,-4.0967207,3.091922,-5.8084545,,,,,,,,,,,,,,
73.40688,19.202309,7.533462,-4.0253944,6.841963,-4.0874104,2.9566658,-5.5677576,4.0464764,-6.995535,4.583833,-4.6874814,,,,,,,,,,,,,,
74.03133,21.1714,9.119224,-3.9906867,3.8875673,-8.161487,0.3269194,-7.144794,0.513678,-10.110854,3.212554,-4.053825,,,,,,,,,,,,,,
83.85645,19.040478,7.847227,-5.2135067,3.3113017,-5.2327385,2.306116,-8.2059355,1.4797379,-6.65776,2.3852823,-5.2539997,,,,,,,,,,,,,,
62.98445,24.720493,6.60421,-5.468272,3.8024788,-8.082677,2.3453736,-8.662461,3.5113976,-6.4186597,4.336712,-4.932572,,,,,,,,,,,,,,
48.304657,23.747374,8.249152,-5.7811007,4.1046557,-7.365844,0.17715666,-6.721325,5.1502614,-6.2651186,4.270413,-5.0166726,,,,,,,,,,,,,,
44.739124,23.469778,11.473591,-7.7947445,4.3556604,-6.1786294,1.3942668,-7.896897,2.5488524,-6.0045977,4.5068913,-2.7174249,,,,,,,,,,,,,,
33.135284,22.379753,11.582127,-6.4879723,3.5229113,-5.872396,2.261366,-7.9670777,1.7595912,-6.768456,3.804196,-3.6743999,,,,,,,,,,,,,,
28.981777,19.149069,11.501352,-3.0972793,4.5269575,-5.9087124,1.5296533,-6.490776,2.9631329,-6.525299,2.207091,-3.7268054,,,,,,,,,,,,,,
46.305763,21.228779,8.080555,-3.3778567,6.290418,-5.8676834,1.9409654,-6.90572,4.2875004,-6.170312,3.6237729,-5.188411,,,,,,,,,,,,,,
52.117275,24.228643,4.3494544,-3.8446288,5.076322,-4.9518766,3.544847,-4.805003,3.3667572,-4.850294,4.56479,-5.9193974,,,,,,,,,,,,,,
56.592884,23.57695,7.054312,-5.036603,4.102813,-5.488143,4.073562,-4.956466,4.694774,-6.8628654,3.996382,-5.497052,,,,,,,,,,,,,,
61.040977,16.800104,8.324257,-5.194461,2.4255733,-6.4457216,3.3995934,-4.075019,4.3519487,-4.341364,3.6801507,-5.977446,,,,,,,,,,,,,,
53.79037,23.056776,6.8478823,-5.5785656,5.8195553,-3.835711,5.4467273,-5.724761,3.75876,-5.7963405,4.9710855,-4.962633,,,,,,,,,,,,,,
45.01846,26.627684,8.224996,-8.072986,7.536391,-2.555315,4.32408,-5.854465,4.0783978,-5.398167,4.455172,-4.573903,,,,,,,,,,,,,,
60.106174,18.362032,8.618121,-5.6267853,6.424723,-1.7283696,5.3346443,-4.2013626,3.9340866,-4.6267858,4.8647866,-2.781722,,,,,,,,,,,,,,
49.822086,21.809517,8.94234,-6.1677465,5.360132,-3.0976462,4.417733,-4.948959,3.5876734,-4.7793097,6.0644464,-4.5580554,,,,,,,,,,,,,,
67.71608,18.215588,7.7563543,-5.6321235,5.194129,-1.5211833,6.3744535,-5.226078,5.543909,-5.3713937,2.7503972,-3.5138702,,,,,,,,,,,,,,
81.07668,14.165733,6.199717,-7.104919,4.0820217,-5.660617,3.585257,-2.3395357,5.9810767,-3.4743452,5.562078,-1.7790964,,,,,,,,,,,,,,
78.80854,16.086191,7.584296,-5.1798477,6.154251,-4.4323883,2.3685956,-5.1868243,5.4701424,-4.0298553,5.10385,-4.511225,,,,,,,,,,,,,,
77.65807,17.874123,5.6432014,-4.8787155,5.687348,-5.5237246,2.3547766,-7.99424,5.5751324,-2.3104174,5.6554966,-4.213786,,,,,,,,,,,,,,
60.372635,22.239174,3.7123408,-2.460796,6.3462496,-6.125008,1.8255234,-11.716592,3.4772646,-2.8121898,4.540435,-2.484491,,,,,,,,,,,,,,
50.906662,28.495403,6.9506803,-8.522293,3.0662084,-6.0485783,3.5994399,-8.761009,5.135133,-4.028602,4.960395,-6.002887,,,,,,,,,,,,,,
47.283157,24.228127,8.841885,-7.5319805,3.1151085,-5.994516,4.6549788,-5.8186746,4.5581164,-4.2564487,5.6542683,-4.973128,,,,,,,,,,,,,,
23.318016,31.653769,2.5793543,-9.311153,5.1011887,-5.1639338,6.0722303,-8.38696,9.087864,-4.250283,4.313454,-2.5714755,,,,,,,,,,,,,,
46.871494,26.870455,2.4646664,-10.390992,4.5724897,-6.305535,5.34693,-5.8490133,5.6800632,-9.159837,2.463306,-7.091319,,,,,,,,,,,,,,
62.665127,20.110891,6.642133,-6.55231,2.8839934,-4.8632607,3.8572915,-6.177855,5.3072376,-4.9817424,1.1472336,-7.5742173,,,,,,,,,,,,,,
56.575867,22.54884,2.3019998,-8.09133,4.4281487,-4.537916,4.0202365,-6.0711255,4.0455456,-7.0186796,0.7016944,-7.529897,,,,,,,,,,,,,,
49.0636,26.197104,3.3333554,-9.864783,3.464602,-5.117074,5.062541,-8.077964,4.12109,-6.975537,0.78034234,-7.978225,,,,,,,,,,,,,,
55.3,23.225035,5.721251,-7.9451647,5.653709,-3.7956061,5.462004,-5.20253,3.6720486,-6.7790728,2.6178079,-5.9443126,,,,,,,,,,,,,,
51.996334,22.881876,5.252734,-9.366497,4.467938,-3.387056,5.676382,-5.8370786,3.0247982,-6.736041,2.8372808,-5.1364,,,,,,,,,,,,,,
45.483685,26.188717,4.16336,-11.919728,3.8374507,-3.7297423,6.2552023,-5.2351995,4.342682,-5.747603,4.4226103,-5.419623,,,,,,,,,,,,,,
38.101044,29.927416,7.3972464,-13.828211,5.4352903,-2.4792843,7.5043273,-5.9738746,4.391562,-6.700935,2.4512131,-5.427111,,,,,,,,,,,,,,
51.54934,23.260046,11.570508,-10.475049,4.8019686,-3.148046,4.099078,-5.2096844,5.2855597,-5.355157,3.2463937,-4.0648913,,,,,,,,,,,,,,
79.492836,21.275972,6.323399,-1.4707966,7.1014857,-3.1147127,4.088762,-2.1205814,7.9859157,-6.252753,4.391417,-4.2578335,,,,,,,,,,,,,,
78.93038,20.977985,9.743715,-4.46517,7.075387,-4.2783246,3.2469883,-3.4059627,5.9431806,-6.038023,2.5346844,-3.8383422,,,,,,,,,,,,,,
67.78166,23.078278,9.950308,-3.1256762,9.716965,-2.3342645,2.979695,-4.3032,7.033735,-7.3931212,3.3349698,-3.241717,,,,,,,,,,,,,,
54.956215,24.556059,13.254633,-5.1341085,7.073404,-2.9796693,3.5522,-5.152901,5.81262,-6.497508,2.57606,-4.971104,,,,,,,,,,,,,,
48.457317,20.653736,11.542385,-2.857149,7.1874685,-2.393278,6.1269603,-3.5395362,4.4287267,-5.8321395,2.7774923,-4.7805786,,,,,,,,,,,,,,
46.195038,19.375256,12.1578665,-5.2655687,5.1736045,-2.6508954,5.2562943,-3.7233655,5.356532,-4.306932,2.729601,-5.533134,,,,,,,,,,,,,,
32.951157,24.892342,12.639167,-7.527591,5.5620008,-5.039182,5.025523,-2.4604816,7.072018,-5.4499702,3.525891,-4.878606,,,,,,,,,,,,,,
44.593025,26.824743,5.0587244,-10.240914,2.818741,-5.2591968,3.949091,-4.808279,7.147464,-5.851089,5.786531,-4.918859,,,,,,,,,,,,,,
64.41225,29.70979,2.7370658,-4.7820916,4.874408,-3.761408,7.128307,-2.597773,7.554976,-5.589295,5.540547,-3.460631,,,,,,,,,,,,,,
65.419685,24.879488,4.7190146,-8.935843,5.8195825,-2.8134396,10.078935,-1.0673623,9.181414,-3.855692,5.914778,-2.5757775,,,,,,,,,,,,,,
77.27622,19.921179,6.729776,-5.759089,5.8694105,-2.436409,7.499122,-2.5999253,5.6061764,-3.906118,5.315669,-3.2772388,,,,,,,,,,,,,,
75.60829,21.179996,8.282494,-5.7300096,5.9712825,-3.2514403,7.349472,-1.3992712,6.188023,-5.1068144,4.288321,-4.0587626,,,,,,,,,,,,,,
55.313175,29.263527,7.134277,-9.36093,6.0273786,-3.2322466,8.89709,-1.0829796,10.556311,-3.6362805,6.2698383,-4.6208596,,,,,,,,,,,,,,
69.14399,21.489758,11.177157,-5.9627414,4.0484066,-3.7257483,6.944599,-2.1537366,5.9110713,-4.502688,5.6122084,-2.4915042,,,,,,,,,,,,,,
50.587772,34.70413,7.7481055,-9.26542,8.883272,-3.8261917,6.951246,-3.9555993,8.380662,-6.7791033,4.087074,-6.312602,,,,,,,,,,,,,,
66.7197,19.537125,10.726171,-5.941715,3.1165454,-4.049195,4.97287,-3.282944,5.1246324,-4.382819,4.659788,-3.1851902,,,,,,,,,,,,,,
65.658676,22.36234,3.6367474,-6.6402655,7.0380287,-2.540875,3.8888626,-5.531731,7.812036,-3.6638002,8.871406,-2.2017083,,,,,,,,,,,,,,
80.323105,24.585796,9.727068,-5.0582976,6.9081607,-3.4308746,3.9832146,-3.266654,7.7834864,-3.7060692,6.3126817,-3.938081,,,,,,,,,,,,,,
68.71899,27.272087,8.367254,-4.200215,8.852698,-2.8691964,2.6624854,-5.202811,6.8704653,-5.0473857,7.1085505,-2.0219378,,,,,,,,,,,,,,
61.996445,27.199291,10.649744,-6.6533437,7.1855884,-3.4560306,4.9978895,-4.7055783,8.114826,-2.786035,6.2475486,-3.3613868,,,,,,,,,,,,,,
51.246273,24.990976,14.540251,-5.259011,7.424299,-2.672603,5.221961,-3.4705842,7.924717,-1.5416632,6.5032473,-4.514487,,,,,,,,,,,,,,
49.243446,26.463049,14.270261,-4.961782,5.761132,-5.353695,3.3527067,-4.917584,7.2388988,-4.127288,5.949126,-3.6824238,,,,,,,,,,,,,,
56.538914,18.886353,13.407648,-2.6932366,3.700626,-5.588576,2.6578891,-5.1886983,4.9352574,-3.5065699,4.879553,-3.7381341,,,,,,,,,,,,,,
45.14019,26.51935,8.350881,-6.903886,9.66234,-3.0698059,5.425701,-4.9875073,5.4460707,-6.0515146,6.3849344,-3.2376554,,,,,,,,,,,,,,
40.32666,27.041292,3.5482807,-10.24958,5.3898087,-4.4268413,8.465669,-3.008877,8.890037,-4.9458857,7.0328035,-3.742743,,,,,,,,,,,,,,
79.039406,21.347721,7.7028313,-6.8587446,5.4534774,-3.459949,6.49172,-2.7727563,5.2822924,-5.3764253,4.167814,-3.4892907,,,,,,,,,,,,,,
68.602356,27.381172,8.25729,-6.5127444,6.311224,-6.748344,5.519928,-4.078496,4.370954,-6.4306517,3.6060917,-5.135409,,,,,,,,,,,,,,
74.15198,21.399551,10.281721,-6.243955,4.4697137,-3.024697,5.6339245,-3.5091856,4.5097723,-6.2555857,2.3920915,-5.6612453,,,,,,,,,,,,,,
71.67273,22.42649,11.805928,-4.647885,5.6023173,-2.4489384,6.376542,-3.763163,4.9991283,-5.8378515,2.9664202,-5.483799,,,,,,,,,,,,,,
64.71166,27.22693,13.772797,-5.486218,6.29714,-4.1943684,5.708732,-3.7628427,6.041806,-6.8283343,2.4663453,-5.4087296,,,,,,,,,,,,,,
64.789696,26.46552,9.664553,-7.0288877,7.3541384,-2.6491053,5.5467343,-4.9098754,4.9423075,-6.708623,3.0069225,-5.788684,,,,,,,,,,,,,,
73.249054,16.855389,12.953003,-0.74984366,6.583738,-2.5275383,5.5946007,-3.661622,4.291444,-4.555244,4.05395,-3.687573,,,,,,,,,,,,,,
49.957245,27.103743,9.479578,-4.728297,8.202943,-3.56219,3.8882036,-5.76385,7.4373865,-5.733812,2.9168184,-5.1794934,,,,,,,,,,,,,,
66.51549,18.574856,7.3940463,-5.0029044,5.825584,-3.4067802,2.0101433,-7.2181015,3.0007992,-5.125387,5.0345945,-1.7814366,,,,,,,,,,,,,,
54.22227,26.343828,8.212305,-5.3902884,8.386701,-5.241002,3.1745558,-5.107622,4.5864086,-6.1000657,4.2884235,-3.4546282,,,,,,,,,,,,,,
51.807144,27.908224,6.211879,-6.286242,9.731057,-3.0992033,4.639093,-5.4975696,4.34329,-6.565004,4.1605,-4.5067434,,,,,,,,,,,,,,
57.920288,23.935572,8.370417,-4.7594166,7.655882,-3.5605958,4.58191,-4.1866875,5.332699,-5.6772404,4.4361815,-2.4998312,,,,,,,,,,,,,,
57.70402,25.463825,11.418258,-3.7215827,9.517827,-2.324981,5.3664246,-6.2811255,5.051816,-6.4176135,3.6864877,-3.2212539,,,,,,,,,,,,,,
53.549324,27.963627,8.611902,-6.862632,4.23274,-4.176172,4.7649536,-7.0217104,5.388203,-6.8118534,3.6710508,-5.3404546,,,,,,,,,,,,,,
48.89583,22.414736,8.238705,-6.4817367,3.6223063,-5.3949986,2.1414661,-6.5298142,4.9984922,-4.583316,4.6718035,-4.411703,,,,,,,,,,,,,,
46.78479,29.139185,7.19332,-4.351086,6.3570046,-3.2025752,3.2508745,-6.2344913,6.9228153,-5.3123894,3.9181776,-4.5803666,,,,,,,,,,,,,,
66.89618,17.26589,9.647867,-3.853575,4.8710256,-3.1951213,5.2376986,-2.7020261,6.302766,-4.5165873,2.854419,-4.2829943,,,,,,,,,,,,,,
65.75489,17.797735,7.866513,-4.2140546,6.218922,-1.6670388,6.00485,-3.6249835,4.910097,-5.0534015,3.6206162,-3.6346977,,,,,,,,,,,,,,
54.621788,20.003368,7.583501,-6.1263824,6.048306,-4.0336123,6.2377157,-2.3786056,5.2852592,-5.6229615,2.7696812,-4.7593193,,,,,,,,,,,,,,
49.314167,23.18658,7.215652,-5.428175,4.780319,-4.5814633,5.3544936,-4.176026,5.8491488,-6.6951647,2.9627943,-4.5361195,,,,,,,,,,,,,,
48.447628,27.666637,4.2473426,-4.5942287,7.986648,-4.070398,3.7380922,-5.7914453,4.747227,-9.8239765,4.257052,-4.6615567,,,,,,,,,,,,,,
59.368965,20.710453,6.9275994,-6.3772874,4.169039,-4.957,3.8198452,-4.5182805,5.5057535,-6.0403776,1.4944612,-6.1097794,,,,,,,,,,,,,,
42.094723,28.88617,4.177366,-7.6428757,7.8069363,-6.3294616,4.292382,-4.6978927,8.291058,-5.576527,3.8596282,-6.9639416,,,,,,,,,,,,,,
44.377094,22.678274,9.63727,-5.69235,5.455374,-4.1631436,4.7502165,-4.012328,5.097084,-5.074453,4.1200833,-4.2330017,,,,,,,,,,,,,,
51.521095,25.265438,6.8218436,-6.1224027,9.778366,-3.352269,4.126683,-4.8981957,6.412652,-6.0455146,3.336795,-5.6908617,,,,,,,,,,,,,,
73.12386,14.413238,8.983943,-3.0613744,6.2783036,-3.897416,4.384762,-3.1212904,4.542989,-5.983655,2.3249397,-4.952591,,,,,,,,,,,,,,
61.34089,21.698723,8.381582,-5.1627975,7.941638,-4.449297,5.1218467,-2.2409928,6.3139424,-7.0496144,1.7158229,-7.43259,,,,,,,,,,,,,,
69.02426,16.183525,9.004512,-4.265342,7.249427,-3.2777054,3.6439443,-4.4303737,3.4756744,-6.7849436,3.051203,-4.381239,,,,,,,,,,,,,,
67.193596,24.181444,8.322047,-7.2221227,10.506495,-2.1528883,5.6801925,-4.155252,5.6896553,-5.647402,3.722683,-4.638582,,,,,,,,,,,,,,
58.172153,28.720407,7.1338334,-7.9820657,6.9929595,-5.321239,8.057492,-2.736806,8.021599,-5.660646,5.0081367,-5.7424283,,,,,,,,,,,,,,
62.654552,25.467932,10.329366,-6.895033,8.013217,-5.2366204,5.367082,-3.9385855,6.2076783,-6.458368,4.3241496,-3.83188,,,,,,,,,,,,,,
55.04872,29.202507,5.4895415,-6.9974995,6.810826,-4.251536,6.4109287,-3.1971593,6.7885046,-6.815745,5.3042297,-5.0521617,,,,,,,,,,,,,,
69.41126,23.282314,4.108197,-7.1070476,8.709134,-2.5320976,7.629572,-0.30099508,7.951796,-5.4030046,3.9938378,-5.633969,,,,,,,,,,,,,,
71.359634,20.377327,3.3400629,-8.11667,6.7791853,-2.743735,8.709751,0.45271927,7.4292493,-5.429453,3.9709694,-5.838918,,,,,,,,,,,,,,
66.04141,20.469126,4.1232724,-7.5525713,6.3450375,-2.0060823,8.399836,-0.6530316,7.3383646,-4.911907,2.8573446,-6.406361,,,,,,,,,,,,,,
59.34183,20.026657,9.03746,-5.228442,5.089578,-4.0060596,6.4995537,-1.4689546,6.9079022,-4.955886,3.981744,-4.3194747,,,,,,,,,,,,,,
43.040672,30.199657,7.5088205,-10.280858,8.701159,-3.9143484,6.173746,-4.2487664,8.52972,-3.3439963,5.751681,-6.8768244,,,,,,,,,,,,,,
